0, 287, 51671, 1.656490
0, 3, 2025, 1.652643
0, 326, 91415, 1.649536
0, 247, 67538, 1.649423
0, 167, 95450, 1.644246
0, 87, 24324, 1.633962
0, 86, 2165, 1.626358
0, 47, 27794, 1.622461
0, 288, 69926, 1.596291
0, 278, 70802, 1.591506
0, 256, 65444, 1.579338
0, 166, 94335, 1.578328
0, 87, 22854, 1.563617
0, 403, 405, 0.990272
0, 403, 404, 0.982914
1, 126, 23276, 1.621442
1, 327, 71877, 1.619398
1, 247, 67538, 1.618972
1, 3, 93813, 1.618284
1, 366, 51848, 1.616501
1, 207, 49142, 1.611066
1, 206, 46070, 1.609533
1, 46, 115392, 1.603814
1, 87, 24324, 1.603496
1, 207, 28356, 1.602411
1, 287, 67637, 1.597694
1, 46, 94023, 1.593883
1, 246, 67757, 1.585240
1, 403, 405, 0.985233
1, 403, 404, 0.971040
2, 206, 46070, 1.633428
2, 126, 23276, 1.630165
2, 87, 25829, 1.621199
2, 327, 67838, 1.620520
2, 3, 93813, 1.619751
2, 287, 67637, 1.611487
2, 3, 2025, 1.607485
2, 207, 49142, 1.606833
2, 126, 6332, 1.599301
2, 47, 26261, 1.597878
2, 206, 28650, 1.596303
2, 46, 115392, 1.595452
2, 207, 28356, 1.582407
2, 403, 405, 0.974339
2, 403, 404, 0.969648
3, 366, 51848, 1.629774
3, 87, 22854, 1.625690
3, 367, 70280, 1.624803
3, 206, 28650, 1.622853
3, 47, 26261, 1.618674
3, 247, 67538, 1.617366
3, 3, 2025, 1.608801
3, 127, 1176, 1.596919
3, 246, 67757, 1.585976
3, 206, 46070, 1.579137
3, 126, 23276, 1.572988
3, 207, 28356, 1.555856
3, 46, 115392, 1.547385
3, 403, 405, 0.981756
3, 403, 404, 0.965880
4, 126, 6332, 1.634284
4, 46, 115392, 1.629850
4, 87, 24324, 1.628401
4, 166, 114264, 1.625372
4, 327, 67838, 1.624990
4, 87, 25829, 1.622530
4, 286, 53715, 1.619819
4, 207, 49142, 1.609391
4, 287, 51671, 1.585706
4, 3, 93813, 1.582839
4, 46, 94023, 1.582555
4, 206, 28650, 1.574093
4, 246, 67757, 1.570908
4, 403, 405, 0.976307
4, 403, 404, 0.968411
5, 367, 69162, 1.644482
5, 206, 28650, 1.634220
5, 247, 67538, 1.629419
5, 87, 25829, 1.627569
5, 3, 2025, 1.622371
5, 327, 71877, 1.617663
5, 46, 94023, 1.612265
5, 46, 115392, 1.607202
5, 3, 93813, 1.601147
5, 366, 70037, 1.600935
5, 207, 49142, 1.598747
5, 247, 67709, 1.593173
5, 47, 27794, 1.573032
5, 403, 405, 0.991137
5, 403, 404, 0.972599
6, 287, 67637, 1.637711
6, 4, 26673, 1.635405
6, 287, 51671, 1.635082
6, 326, 135219, 1.625047
6, 366, 70037, 1.620531
6, 87, 24324, 1.618529
6, 286, 72198, 1.614636
6, 167, 95450, 1.608715
6, 246, 66365, 1.601641
6, 167, 92522, 1.599405
6, 87, 25829, 1.590032
6, 87, 22854, 1.589327
6, 126, 6332, 1.584288
6, 403, 405, 0.990354
6, 403, 404, 0.963018
7, 126, 6332, 1.629045
7, 47, 27794, 1.625806
7, 367, 70280, 1.618909
