0, 279, 168052, 14.908443
0, 333, 168052, 14.765305
0, 313, 168052, 14.642916
1, 350, 168052, 14.834259
1, 333, 168052, 14.625306
1, 313, 168052, 14.536912
2, 350, 168052, 14.986479
2, 333, 168052, 14.742176
2, 313, 168052, 14.724839
3, 350, 168052, 14.592794
3, 333, 168052, 14.438834
3, 313, 168052, 14.401632
4, 313, 168052, 14.616019
4, 350, 168052, 14.528728
4, 333, 168052, 14.382093
5, 350, 168052, 14.652879
5, 313, 168052, 14.617683
5, 333, 168052, 14.489452
6, 333, 168052, 14.700488
6, 279, 168052, 14.640393
6, 313, 168052, 14.599869
7, 351, 168052, 14.466484
7, 333, 168052, 14.388379
7, 350, 168052, 14.321569
8, 350, 168052, 14.424877
8, 313, 168052, 14.123449
8, 333, 168052, 14.094133
9, 313, 168052, 14.135322
9, 350, 168052, 13.953542
9, 351, 168052, 13.233736
10, 313, 168052, 14.165940
10, 350, 168052, 14.078364
10, 351, 168052, 13.604718
11, 350, 168052, 14.456910
11, 313, 168052, 14.423807
11, 351, 168052, 14.098885
12, 278, 168052, 14.467700
12, 333, 168052, 14.395858
12, 351, 168052, 13.926038
13, 333, 168052, 14.101479
13, 350, 168052, 13.585561
13, 351, 168052, 12.996725
14, 350, 168052, 14.073618
14, 333, 168052, 14.062481
14, 351, 168052, 13.428451
15, 313, 168052, 13.812363
15, 333, 168052, 13.768122
15, 351, 168052, 13.411850
16, 279, 168052, 12.287248
16, 313, 168052, 12.035789
16, 278, 168052, 11.863950
17, 280, 168052, 12.331206
17, 281, 168052, 12.004557
17, 278, 168052, 11.693527
18, 281, 168052, 12.266244
18, 280, 168052, 12.145130
18, 278, 168052, 11.731617
19, 279, 168052, 10.279460
19, 281, 168052, 9.800032
19, 278, 168052, 9.673849
20, 335, 168052, 13.815607
20, 351, 168052, 13.795721
20, 350, 168052, 13.674643
21, 246, 168052, 14.096787
21, 281, 168052, 13.823782
21, 280, 168052, 13.769516
22, 246, 168052, 10.488478
22, 280, 168052, 10.389215
22, 278, 168052, 10.211895
23, 110, 168050, 11.533955
23, 246, 168052, 11.533237
23, 111, 168050, 10.867703
24, 115, 168050, 11.564582
24, 110, 168050, 11.045849
24, 111, 168050, 10.254863
25, 109, 168050, 11.435063
25, 111, 168050, 10.325919
25, 110, 168050, 10.209472
26, 114, 168050, 10.536945
26, 110, 168050, 9.663507
26, 111, 168050, 8.920148
27, 127, 168050, 10.909288
27, 280, 168052, 10.344845
27, 281, 168052, 10.258693
28, 280, 168052, 10.791533
28, 281, 168052, 10.461104
28, 247, 168052, 10.343992
29, 280, 168052, 10.919419
29, 115, 168050, 10.812801
29, 281, 168052, 10.382546
30, 281, 168052, 11.486012
30, 290, 168052, 11.026473
30, 287, 168052, 10.699491
31, 287, 168052, 11.560605
31, 110, 168050, 10.909816
31, 111, 168050, 10.500015
32, 260, 168052, 6.850051
32, 269, 168052, 6.344747
32, 287, 168052, 6.212106
33, 276, 168052, 5.911494
33, 269, 168052, 5.747581
33, 275, 168052, 5.442748
34, 285, 168052, 4.514554
34, 287, 168052, 3.748014
34, 290, 168052, 3.740947
35, 280, 168052, 4.102378
35, 287, 168052, 4.070189
35, 290, 168052, 3.443125
36, 287, 168052, 4.629574
36, 280, 168052, 4.321257
36, 281, 168052, 4.040755
37, 260, 168052, 5.974201
37, 280, 168052, 4.936444
37, 281, 168052, 4.467291
38, 288, 168052, 3.303477
38, 281, 168052, 2.773751
38, 280, 168052, 2.326435
39, 288, 168052, 3.645557
39, 281, 168052, 2.994438
39, 280, 168052, 2.733283
40, 279, 168052, 3.282676
40, 281, 168052, 3.162072
40, 280, 168052, 2.483070
41, 279, 168052, 3.177848
41, 281, 168052, 3.111716
41, 280, 168052, 2.464799
42, 276, 168052, 3.327150
42, 281, 168052, 2.929563
42, 280, 168052, 2.336674
43, 279, 168052, 3.526659
43, 281, 168052, 2.988792
43, 280, 168052, 2.590234
44, 288, 168052, 3.499520
44, 281, 168052, 3.143591
44, 280, 168052, 2.515109
45, 304, 168052, 5.038852
45, 310, 168052, 4.827401
45, 313, 168052, 4.480469
46, 304, 168052, 4.530048
46, 310, 168052, 4.357132
46, 313, 168052, 3.504216
47, 335, 168052, 4.305243
47, 313, 168052, 4.177607
47, 333, 168052, 3.714173
48, 351, 168052, 5.674634
48, 335, 168052, 5.613496
48, 333, 168052, 5.187930
49, 350, 168052, 5.031965
49, 351, 168052, 4.944746
49, 333, 168052, 4.866343
50, 302, 168052, 4.011071
50, 335, 168052, 3.465353
50, 333, 168052, 3.247957
51, 319, 168052, 4.676534
51, 334, 168052, 4.424818
51, 335, 168052, 3.604538
52, 334, 168052, 5.041233
52, 335, 168052, 4.506717
52, 333, 168052, 4.478469
53, 319, 168052, 4.889139
53, 334, 168052, 4.758123
53, 335, 168052, 4.479225
54, 317, 168052, 6.063572
54, 318, 168052, 5.686235
54, 319, 168052, 5.354892
55, 354, 168052, 6.641894
55, 350, 168052, 6.577437
55, 355, 168052, 5.968633
56, 355, 168052, 7.669888
56, 140, 168050, 7.289185
56, 127, 168050, 6.787814
57, 140, 168050, 6.525839
57, 138, 168050, 6.354418
57, 139, 168050, 6.142064
58, 161, 168050, 6.679647
58, 139, 168050, 5.970694
58, 140, 168050, 5.462269
59, 140, 168050, 8.740528
59, 160, 168050, 8.411316
59, 161, 168050, 8.096418
60, 140, 168050, 7.338922
60, 160, 168050, 7.201390
60, 161, 168050, 6.333295
61, 139, 168050, 9.885744
61, 166, 168050, 9.606501
61, 140, 168050, 9.496787
62, 170, 168050, 12.453683
62, 160, 168050, 12.433949
